Parameter,Value,Layer,Key ID,Value Type,Action
CFG-MSGOUT-UBX_NAV_VELNED_USB,0,RAM,0x20910045,U1,Set
CFG-MSGOUT-UBX_RXM_COR_I2C,0,RAM,0x209106b6,U1,Set
CFG-MSGOUT-UBX_RXM_COR_SPI,0,RAM,0x209106ba,U1,Set
CFG-MSGOUT-UBX_RXM_COR_UART1,0,RAM,0x209106b7,U1,Set
CFG-MSGOUT-UBX_RXM_COR_UART2,0,RAM,0x209106b8,U1,Set
CFG-MSGOUT-UBX_RXM_COR_USB,0,RAM,0x209106b9,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_I2C,10,RAM,0x20910204,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_I2C,10,Flash,0x20910204,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_SPI,0,RAM,0x20910208,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART1,10,RAM,0x20910205,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART1,10,Flash,0x20910205,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_UART2,0,RAM,0x20910206,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_USB,10,RAM,0x20910207,U1,Set
CFG-MSGOUT-UBX_RXM_MEASX_USB,10,Flash,0x20910207,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_I2C,10,RAM,0x209102a4,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_I2C,10,Flash,0x209102a4,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_SPI,0,RAM,0x209102a8,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART1,10,RAM,0x209102a5,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART1,10,Flash,0x209102a5,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_UART2,0,RAM,0x209102a6,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_USB,10,RAM,0x209102a7,U1,Set
CFG-MSGOUT-UBX_RXM_RAWX_USB,10,Flash,0x209102a7,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_I2C,0,RAM,0x2091025e,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_SPI,0,RAM,0x20910262,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_UART1,0,RAM,0x2091025f,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_UART2,0,RAM,0x20910260,U1,Set
CFG-MSGOUT-UBX_RXM_RLM_USB,0,RAM,0x20910261,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_I2C,10,RAM,0x20910231,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_I2C,10,Flash,0x20910231,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_SPI,0,RAM,0x20910235,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_UART1,10,RAM,0x20910232,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_UART1,10,Flash,0x20910232,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_UART2,0,RAM,0x20910233,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_USB,10,RAM,0x20910234,U1,Set
CFG-MSGOUT-UBX_RXM_SFRBX_USB,10,Flash,0x20910234,U1,Set
CFG-MSGOUT-UBX_SEC_OSNMA_I2C,0,RAM,0x209106ca,U1,Set
CFG-MSGOUT-UBX_SEC_OSNMA_SPI,0,RAM,0x209106ce,U1,Set
CFG-MSGOUT-UBX_SEC_OSNMA_UART1,0,RAM,0x209106cb,U1,Set
CFG-MSGOUT-UBX_SEC_OSNMA_UART2,0,RAM,0x209106cc,U1,Set
CFG-MSGOUT-UBX_SEC_OSNMA_USB,0,RAM,0x209106cd,U1,Set
CFG-MSGOUT-UBX_SEC_SIGLOG_I2C,0,RAM,0x20910689,U1,Set
CFG-MSGOUT-UBX_SEC_SIGLOG_SPI,0,RAM,0x2091068d,U1,Set
CFG-MSGOUT-UBX_SEC_SIGLOG_UART1,0,RAM,0x2091068a,U1,Set
CFG-MSGOUT-UBX_SEC_SIGLOG_UART2,0,RAM,0x2091068b,U1,Set
CFG-MSGOUT-UBX_SEC_SIGLOG_USB,0,RAM,0x2091068c,U1,Set
CFG-MSGOUT-UBX_SEC_SIG_I2C,0,RAM,0x20910634,U1,Set
CFG-MSGOUT-UBX_SEC_SIG_SPI,0,RAM,0x20910638,U1,Set
CFG-MSGOUT-UBX_SEC_SIG_UART1,0,RAM,0x20910635,U1,Set
CFG-MSGOUT-UBX_SEC_SIG_UART2,0,RAM,0x20910636,U1,Set
CFG-MSGOUT-UBX_SEC_SIG_USB,0,RAM,0x20910637,U1,Set
CFG-MSGOUT-UBX_TIM_TM2_I2C,0,RAM,0x20910178,U1,Set
CFG-MSGOUT-UBX_TIM_TM2_SPI,0,RAM,0x2091017c,U1,Set
CFG-MSGOUT-UBX_TIM_TM2_UART1,0,RAM,0x20910179,U1,Set
CFG-MSGOUT-UBX_TIM_TM2_UART2,0,RAM,0x2091017a,U1,Set
CFG-MSGOUT-UBX_TIM_TM2_USB,0,RAM,0x2091017b,U1,Set
CFG-MSGOUT-UBX_TIM_TP_I2C,0,RAM,0x2091017d,U1,Set
CFG-MSGOUT-UBX_TIM_TP_SPI,0,RAM,0x20910181,U1,Set
CFG-MSGOUT-UBX_TIM_TP_UART1,0,RAM,0x2091017e,U1,Set
CFG-MSGOUT-UBX_TIM_TP_UART2,0,RAM,0x2091017f,U1,Set
CFG-MSGOUT-UBX_TIM_TP_USB,0,RAM,0x20910180,U1,Set
CFG-MSGOUT-UBX_TIM_VRFY_I2C,0,RAM,0x20910092,U1,Set
CFG-MSGOUT-UBX_TIM_VRFY_SPI,0,RAM,0x20910096,U1,Set
CFG-MSGOUT-UBX_TIM_VRFY_UART1,0,RAM,0x20910093,U1,Set
CFG-MSGOUT-UBX_TIM_VRFY_UART2,0,RAM,0x20910094,U1,Set
CFG-MSGOUT-UBX_TIM_VRFY_USB,0,RAM,0x20910095,U1,Set
UNKNOWN_0x10170001,false,RAM,0x10170001,L,Set
UNKNOWN_0x10170002,false,RAM,0x10170002,L,Set
UNKNOWN_0x10170003,false,RAM,0x10170003,L,Set
CFG-NAVHPG-DGNSSMODE,3,RAM,0x20140011,E1,Set
CFG-NAVSPG-FIXMODE,2,RAM,0x20110011,E1,Set
CFG-NAVSPG-INIFIX3D,false,RAM,0x10110013,L,Set
CFG-NAVSPG-WKNROLLOVER,2371,RAM,0x30110017,U2,Set
CFG-NAVSPG-UTCSTANDARD,0,RAM,0x2011001c,E1,Set
CFG-NAVSPG-DYNMODEL,0,RAM,0x20110021,E1,Set
CFG-NAVSPG-ACKAIDING,false,RAM,0x10110025,L,Set
CFG-NAVSPG-USE_USRDAT,false,RAM,0x10110061,L,Set
CFG-NAVSPG-USRDAT_MAJA,6378137,RAM,0x50110062,R8,Set
CFG-NAVSPG-USRDAT_FLAT,298.257223563,RAM,0x50110063,R8,Set
CFG-NAVSPG-USRDAT_DX,0,RAM,0x40110064,R4,Set
CFG-NAVSPG-USRDAT_DY,0,RAM,0x40110065,R4,Set
CFG-NAVSPG-USRDAT_DZ,0,RAM,0x40110066,R4,Set
CFG-NAVSPG-USRDAT_ROTX,0,RAM,0x40110067,R4,Set
CFG-NAVSPG-USRDAT_ROTY,0,RAM,0x40110068,R4,Set
CFG-NAVSPG-USRDAT_ROTZ,0,RAM,0x40110069,R4,Set
CFG-NAVSPG-USRDAT_SCALE,0,RAM,0x4011006a,R4,Set
CFG-NAVSPG-INFIL_MINSVS,3,RAM,0x201100a1,U1,Set
CFG-NAVSPG-INFIL_MAXSVS,32,RAM,0x201100a2,U1,Set
CFG-NAVSPG-INFIL_MINCNO,6,RAM,0x201100a3,U1,Set
CFG-NAVSPG-INFIL_MINELEV,10,RAM,0x201100a4,I1,Set
CFG-NAVSPG-INFIL_NCNOTHRS,0,RAM,0x201100aa,U1,Set
CFG-NAVSPG-INFIL_CNOTHRS,0,RAM,0x201100ab,U1,Set
CFG-NAVSPG-OUTFIL_PDOP,250,RAM,0x301100b1,U2,Set
CFG-NAVSPG-OUTFIL_TDOP,250,RAM,0x301100b2,U2,Set
CFG-NAVSPG-OUTFIL_PACC,100,RAM,0x301100b3,U2,Set
CFG-NAVSPG-OUTFIL_TACC,350,RAM,0x301100b4,U2,Set
CFG-NAVSPG-OUTFIL_FACC,150,RAM,0x301100b5,U2,Set
CFG-NAVSPG-CONSTR_ALT,0,RAM,0x401100c1,I4,Set
CFG-NAVSPG-CONSTR_ALTVAR,10000,RAM,0x401100c2,U4,Set
CFG-NAVSPG-CONSTR_DGNSSTO,60,RAM,0x201100c4,U1,Set
CFG-NAVSPG-CONSTR_DGNSSTO_SCALE,1,RAM,0x201100c5,U1,Set
UNKNOWN_0x101100d7,true,RAM,0x101100d7,L,Set
CFG-NAVSPG-ONLY_AUTHDATA,false,RAM,0x101100dd,L,Set
CFG-NAVSPG-MAX_TIMETRUSTED_ACC,9,RAM,0x301100de,U2,Set
CFG-NMEA-PROTVER,42,RAM,0x20930001,E1,Set
CFG-NMEA-MAXSVS,0,RAM,0x20930002,E1,Set
CFG-NMEA-COMPAT,false,RAM,0x10930003,L,Set
CFG-NMEA-CONSIDER,true,RAM,0x10930004,L,Set
CFG-NMEA-LIMIT82,false,RAM,0x10930005,L,Set
CFG-NMEA-HIGHPREC,false,RAM,0x10930006,L,Set
CFG-NMEA-SVNUMBERING,0,RAM,0x20930007,E1,Set
CFG-NMEA-FILT_GPS,false,RAM,0x10930011,L,Set
CFG-NMEA-FILT_SBAS,false,RAM,0x10930012,L,Set
CFG-NMEA-FILT_GAL,false,RAM,0x10930013,L,Set
CFG-NMEA-FILT_QZSS,false,RAM,0x10930015,L,Set
CFG-NMEA-FILT_GLO,false,RAM,0x10930016,L,Set
CFG-NMEA-FILT_BDS,false,RAM,0x10930017,L,Set
CFG-NMEA-FILT_NAVIC,false,RAM,0x10930018,L,Set
CFG-NMEA-OUT_INVFIX,false,RAM,0x10930021,L,Set
CFG-NMEA-OUT_MSKFIX,false,RAM,0x10930022,L,Set
CFG-NMEA-OUT_INVTIME,false,RAM,0x10930023,L,Set
CFG-NMEA-OUT_INVDATE,false,RAM,0x10930024,L,Set
CFG-NMEA-OUT_ONLYGPS,false,RAM,0x10930025,L,Set
CFG-NMEA-OUT_FROZENCOG,false,RAM,0x10930026,L,Set
CFG-NMEA-MAINTALKERID,0,RAM,0x20930031,E1,Set
CFG-NMEA-GSVTALKERID,0,RAM,0x20930032,E1,Set
CFG-NMEA-BDSTALKERID,0,RAM,0x30930033,U2,Set
CFG-ODO-USE_ODO,false,RAM,0x10220001,L,Set
CFG-ODO-USE_COG,false,RAM,0x10220002,L,Set
CFG-ODO-OUTLPVEL,false,RAM,0x10220003,L,Set
CFG-ODO-OUTLPCOG,false,RAM,0x10220004,L,Set
CFG-ODO-PROFILE,0,RAM,0x20220005,E1,Set
CFG-ODO-COGMAXSPEED,10,RAM,0x20220021,U1,Set
CFG-ODO-COGMAXPOSACC,50,RAM,0x20220022,U1,Set
CFG-ODO-VELLPGAIN,153,RAM,0x20220031,U1,Set
CFG-ODO-COGLPGAIN,76,RAM,0x20220032,U1,Set
CFG-QZSS-USE_SLAS_DGNSS,true,RAM,0x10370005,L,Set
CFG-QZSS-USE_SLAS_TESTMODE,false,RAM,0x10370006,L,Set
CFG-QZSS-USE_SLAS_RAIM_UNCORR,false,RAM,0x10370007,L,Set
CFG-QZSS-SLAS_MAX_BASELINE,350,RAM,0x30370008,U2,Set
CFG-RATE-MEAS,1000,RAM,0x30210001,U2,Set
CFG-RATE-NAV,1,RAM,0x30210002,U2,Set
CFG-RATE-TIMEREF,1,RAM,0x20210003,E1,Set
CFG-RINV-DUMP,false,RAM,0x10c70001,L,Set
CFG-RINV-BINARY,false,RAM,0x10c70002,L,Set
CFG-RINV-DATA_SIZE,22,RAM,0x20c70003,U1,Set
CFG-RINV-CHUNK0,BI:2322280035508318030,RAM,0x50c70004,X8,Set
CFG-RINV-CHUNK1,BI:2333274043595124590,RAM,0x50c70005,X8,Set
CFG-RINV-CHUNK2,BI:36715082703219,RAM,0x50c70006,X8,Set
CFG-RINV-CHUNK3,BI:0,RAM,0x50c70007,X8,Set
CFG-RTCM-DF003_OUT,0,RAM,0x30090001,U2,Set
CFG-RTCM-DF003_IN,0,RAM,0x30090008,U2,Set
CFG-RTCM-DF003_IN_FILTER,0,RAM,0x20090009,E1,Set
CFG-SBAS-USE_TESTMODE,false,RAM,0x10360002,L,Set
CFG-SBAS-USE_RANGING,true,RAM,0x10360003,L,Set
CFG-SBAS-USE_DIFFCORR,true,RAM,0x10360004,L,Set
CFG-SBAS-USE_INTEGRITY,false,RAM,0x10360005,L,Set
CFG-SBAS-ACCEPT_NOT_IN_PRNMASK,0,RAM,0x30360008,X2,Set
CFG-SBAS-USE_IONOONLY,false,RAM,0x10360007,L,Set
CFG-SBAS-PRNSCANMASK,BI:240524,RAM,0x50360006,X8,Set
CFG-SEC-CFG_LOCK,false,RAM,0x10f60009,L,Set
CFG-SEC-CFG_LOCK_UNLOCKGRP1,0,RAM,0x30f6000a,U2,Set
CFG-SEC-CFG_LOCK_UNLOCKGRP2,0,RAM,0x30f6000b,U2,Set
CFG-SEC-SPOOFDET_SIM_SIG_DIS,false,RAM,0x10f6005d,L,Set
CFG-SEC-JAMDET_SENSITIVITY_HI,true,RAM,0x10f60051,L,Set
CFG-SIGNAL-GPS_ENA,true,RAM,0x1031001f,L,Set
CFG-SIGNAL-GPS_L1CA_ENA,true,RAM,0x10310001,L,Set
CFG-SIGNAL-GPS_L2C_ENA,true,RAM,0x10310003,L,Set
CFG-SIGNAL-GPS_L5_ENA,true,RAM,0x10310004,L,Set
CFG-SIGNAL-SBAS_ENA,false,RAM,0x10310020,L,Set
CFG-SIGNAL-SBAS_ENA,false,Flash,0x10310020,L,Set
CFG-SIGNAL-SBAS_L1CA_ENA,false,RAM,0x10310005,L,Set
CFG-SIGNAL-SBAS_L1CA_ENA,false,Flash,0x10310005,L,Set
CFG-SIGNAL-GAL_ENA,true,RAM,0x10310021,L,Set
CFG-SIGNAL-GAL_E1_ENA,true,RAM,0x10310007,L,Set
CFG-SIGNAL-GAL_E5A_ENA,true,RAM,0x10310009,L,Set
CFG-SIGNAL-GAL_E5B_ENA,true,RAM,0x1031000a,L,Set
CFG-SIGNAL-GAL_E5B_ENA,true,Flash,0x1031000a,L,Set
CFG-SIGNAL-GAL_E6_ENA,true,RAM,0x1031000b,L,Set
CFG-SIGNAL-BDS_ENA,false,RAM,0x10310022,L,Set
CFG-SIGNAL-BDS_ENA,false,Flash,0x10310022,L,Set
CFG-SIGNAL-BDS_B1_ENA,false,RAM,0x1031000d,L,Set
CFG-SIGNAL-BDS_B1_ENA,false,Flash,0x1031000d,L,Set
CFG-SIGNAL-BDS_B1C_ENA,false,RAM,0x1031000f,L,Set
CFG-SIGNAL-BDS_B1C_ENA,false,Flash,0x1031000f,L,Set
CFG-SIGNAL-BDS_B2_ENA,false,RAM,0x1031000e,L,Set
CFG-SIGNAL-BDS_B2A_ENA,false,RAM,0x10310028,L,Set
CFG-SIGNAL-BDS_B2A_ENA,false,Flash,0x10310028,L,Set
CFG-SIGNAL-BDS_B3_ENA,false,RAM,0x10310010,L,Set
CFG-SIGNAL-BDS_B3_ENA,false,Flash,0x10310010,L,Set
CFG-SIGNAL-QZSS_ENA,false,RAM,0x10310024,L,Set
CFG-SIGNAL-QZSS_L1CA_ENA,false,RAM,0x10310012,L,Set
CFG-SIGNAL-QZSS_L1CA_ENA,false,Flash,0x10310012,L,Set
CFG-SIGNAL-QZSS_L1S_ENA,false,RAM,0x10310014,L,Set
CFG-SIGNAL-QZSS_L1S_ENA,false,Flash,0x10310014,L,Set
CFG-SIGNAL-QZSS_L2C_ENA,false,RAM,0x10310015,L,Set
CFG-SIGNAL-QZSS_L2C_ENA,false,Flash,0x10310015,L,Set
CFG-SIGNAL-QZSS_L5_ENA,false,RAM,0x10310017,L,Set
CFG-SIGNAL-QZSS_L5_ENA,false,Flash,0x10310017,L,Set
CFG-SIGNAL-GLO_ENA,false,RAM,0x10310025,L,Set
CFG-SIGNAL-GLO_L1_ENA,false,RAM,0x10310018,L,Set
CFG-SIGNAL-GLO_L1_ENA,false,Flash,0x10310018,L,Set
CFG-SIGNAL-GLO_L2_ENA,false,RAM,0x1031001a,L,Set
CFG-SIGNAL-GLO_L2_ENA,false,Flash,0x1031001a,L,Set
CFG-SIGNAL-NAVIC_ENA,false,RAM,0x10310026,L,Set
CFG-SIGNAL-NAVIC_L5_ENA,false,RAM,0x1031001d,L,Set
CFG-SIGNAL-NAVIC_L5_ENA,false,Flash,0x1031001d,L,Set
CFG-SIGNAL-PLAN,2,RAM,0x2031003a,E1,Set
CFG-SPARTN-USE_SOURCE,0,RAM,0x20a70001,E1,Set
CFG-SPI-MAXFF,50,RAM,0x20640001,U1,Set
CFG-SPI-CPOLARITY,false,RAM,0x10640002,L,Set
CFG-SPI-CPHASE,false,RAM,0x10640003,L,Set
CFG-SPI-EXTENDEDTIMEOUT,false,RAM,0x10640005,L,Set
CFG-SPI-ENABLED,false,RAM,0x10640006,L,Set
CFG-SPIINPROT-UBX,true,RAM,0x10790001,L,Set
CFG-SPIINPROT-NMEA,false,RAM,0x10790002,L,Set
CFG-SPIINPROT-NMEA,false,Flash,0x10790002,L,Set
CFG-SPIINPROT-RTCM3X,false,RAM,0x10790004,L,Set
CFG-SPIINPROT-RTCM3X,false,Flash,0x10790004,L,Set
CFG-SPIINPROT-SPARTN,false,RAM,0x10790005,L,Set
CFG-SPIINPROT-SPARTN,false,Flash,0x10790005,L,Set
CFG-SPIOUTPROT-UBX,true,RAM,0x107a0001,L,Set
CFG-SPIOUTPROT-NMEA,false,RAM,0x107a0002,L,Set
CFG-SPIOUTPROT-NMEA,false,Flash,0x107a0002,L,Set
CFG-SPIOUTPROT-RTCM3X,false,RAM,0x107a0004,L,Set
CFG-SPIOUTPROT-RTCM3X,false,Flash,0x107a0004,L,Set
CFG-TMODE-MODE,0,RAM,0x20030001,E1,Set
CFG-TMODE-POS_TYPE,0,RAM,0x20030002,E1,Set
CFG-TMODE-ECEF_X,0,RAM,0x40030003,I4,Set
CFG-TMODE-ECEF_Y,0,RAM,0x40030004,I4,Set
CFG-TMODE-ECEF_Z,0,RAM,0x40030005,I4,Set
CFG-TMODE-ECEF_X_HP,0,RAM,0x20030006,I1,Set
CFG-TMODE-ECEF_Y_HP,0,RAM,0x20030007,I1,Set
CFG-TMODE-ECEF_Z_HP,0,RAM,0x20030008,I1,Set
CFG-TMODE-LAT,0,RAM,0x40030009,I4,Set
CFG-TMODE-LON,0,RAM,0x4003000a,I4,Set
CFG-TMODE-HEIGHT,0,RAM,0x4003000b,I4,Set
CFG-TMODE-LAT_HP,0,RAM,0x2003000c,I1,Set
CFG-TMODE-LON_HP,0,RAM,0x2003000d,I1,Set
CFG-TMODE-HEIGHT_HP,0,RAM,0x2003000e,I1,Set
CFG-TMODE-FIXED_POS_ACC,0,RAM,0x4003000f,U4,Set
CFG-TMODE-SVIN_MIN_DUR,0,RAM,0x40030010,U4,Set
CFG-TMODE-SVIN_ACC_LIMIT,0,RAM,0x40030011,U4,Set
CFG-TP-PULSE_DEF,0,RAM,0x20050023,E1,Set
CFG-TP-PULSE_LENGTH_DEF,1,RAM,0x20050030,E1,Set
CFG-TP-ANT_CABLEDELAY,50,RAM,0x30050001,I2,Set
CFG-TP-PERIOD_TP2,1000000,RAM,0x4005000d,U4,Set
CFG-TP-PERIOD_LOCK_TP2,1000000,RAM,0x4005000e,U4,Set
CFG-TP-FREQ_TP2,1,RAM,0x40050026,U4,Set
CFG-TP-FREQ_LOCK_TP2,1,RAM,0x40050027,U4,Set
CFG-TP-LEN_TP2,0,RAM,0x4005000f,U4,Set
CFG-TP-LEN_LOCK_TP2,100000,RAM,0x40050010,U4,Set
CFG-TP-DUTY_TP2,0,RAM,0x5005002c,R8,Set
CFG-TP-DUTY_LOCK_TP2,10,RAM,0x5005002d,R8,Set
CFG-TP-USER_DELAY_TP2,0,RAM,0x40050011,I4,Set
CFG-TP-TP2_ENA,true,RAM,0x10050012,L,Set
CFG-TP-SYNC_GNSS_TP2,true,RAM,0x10050013,L,Set
CFG-TP-USE_LOCKED_TP2,true,RAM,0x10050014,L,Set
CFG-TP-ALIGN_TO_TOW_TP2,true,RAM,0x10050015,L,Set
CFG-TP-POL_TP2,true,RAM,0x10050016,L,Set
CFG-TP-TIMEGRID_TP2,0,RAM,0x20050017,E1,Set
CFG-TP-DRSTR_TP2,1,RAM,0x20050036,E1,Set
CFG-TXREADY-ENABLED,false,RAM,0x10a20001,L,Set
CFG-TXREADY-POLARITY,false,RAM,0x10a20002,L,Set
CFG-TXREADY-PIN,0,RAM,0x20a20003,U1,Set
CFG-TXREADY-THRESHOLD,0,RAM,0x30a20004,U2,Set
CFG-TXREADY-INTERFACE,0,RAM,0x20a20005,E1,Set
CFG-UART1-BAUDRATE,38400,RAM,0x40520001,U4,Set
CFG-UART1-STOPBITS,1,RAM,0x20520002,E1,Set
CFG-UART1-DATABITS,0,RAM,0x20520003,E1,Set
CFG-UART1-PARITY,0,RAM,0x20520004,E1,Set
CFG-UART1-ENABLED,true,RAM,0x10520005,L,Set
CFG-UART1INPROT-UBX,true,RAM,0x10730001,L,Set
CFG-UART1INPROT-NMEA,false,RAM,0x10730002,L,Set
CFG-UART1INPROT-NMEA,false,Flash,0x10730002,L,Set
CFG-UART1INPROT-RTCM3X,false,RAM,0x10730004,L,Set
CFG-UART1INPROT-RTCM3X,false,Flash,0x10730004,L,Set
CFG-UART1INPROT-SPARTN,false,RAM,0x10730005,L,Set
CFG-UART1INPROT-SPARTN,false,Flash,0x10730005,L,Set
CFG-UART1OUTPROT-UBX,true,RAM,0x10740001,L,Set
CFG-UART1OUTPROT-NMEA,false,RAM,0x10740002,L,Set
CFG-UART1OUTPROT-NMEA,false,Flash,0x10740002,L,Set
CFG-UART1OUTPROT-RTCM3X,false,RAM,0x10740004,L,Set
CFG-UART1OUTPROT-RTCM3X,false,Flash,0x10740004,L,Set
CFG-UART2-BAUDRATE,38400,RAM,0x40530001,U4,Set
CFG-UART2-STOPBITS,1,RAM,0x20530002,E1,Set
CFG-UART2-DATABITS,0,RAM,0x20530003,E1,Set
CFG-UART2-PARITY,0,RAM,0x20530004,E1,Set
CFG-UART2-ENABLED,false,RAM,0x10530005,L,Set
CFG-UART2-ENABLED,false,Flash,0x10530005,L,Set
CFG-UART2INPROT-UBX,true,RAM,0x10750001,L,Set
CFG-UART2INPROT-NMEA,false,RAM,0x10750002,L,Set
CFG-UART2INPROT-NMEA,false,Flash,0x10750002,L,Set
CFG-UART2INPROT-RTCM3X,false,RAM,0x10750004,L,Set
CFG-UART2INPROT-RTCM3X,false,Flash,0x10750004,L,Set
CFG-UART2INPROT-SPARTN,false,RAM,0x10750005,L,Set
CFG-UART2INPROT-SPARTN,false,Flash,0x10750005,L,Set
CFG-UART2OUTPROT-UBX,false,RAM,0x10760001,L,Set
CFG-UART2OUTPROT-NMEA,false,RAM,0x10760002,L,Set
CFG-UART2OUTPROT-RTCM3X,false,RAM,0x10760004,L,Set
CFG-UART2OUTPROT-RTCM3X,false,Flash,0x10760004,L,Set
CFG-USB-ENABLED,true,RAM,0x10650001,L,Set
CFG-USB-SELFPOW,true,RAM,0x10650002,L,Set
CFG-USB-VENDOR_ID,5446,RAM,0x3065000a,U2,Set
CFG-USB-PRODUCT_ID,427,RAM,0x3065000b,U2,Set
CFG-USB-VENDOR_STR0,BI:4692883231675133301,RAM,0x5065000d,X8,Set
CFG-USB-VENDOR_STR1,BI:3348276201497894983,RAM,0x5065000e,X8,Set
CFG-USB-VENDOR_STR2,BI:7146782078638632309,RAM,0x5065000f,X8,Set
CFG-USB-VENDOR_STR3,BI:28015,RAM,0x50650010,X8,Set
CFG-USB-PRODUCT_STR0,BI:5125228795902700917,RAM,0x50650011,X8,Set
CFG-USB-PRODUCT_STR1,BI:7305794561368085326,RAM,0x50650012,X8,Set
CFG-USB-PRODUCT_STR2,BI:1919252073,RAM,0x50650013,X8,Set
CFG-USB-PRODUCT_STR3,BI:0,RAM,0x50650014,X8,Set
CFG-USB-SERIAL_NO_STR0,BI:0,RAM,0x50650015,X8,Set
CFG-USB-SERIAL_NO_STR1,BI:0,RAM,0x50650016,X8,Set
CFG-USB-SERIAL_NO_STR2,BI:0,RAM,0x50650017,X8,Set
CFG-USB-SERIAL_NO_STR3,BI:0,RAM,0x50650018,X8,Set
CFG-USBINPROT-UBX,true,RAM,0x10770001,L,Set
CFG-USBINPROT-NMEA,false,RAM,0x10770002,L,Set
CFG-USBINPROT-NMEA,false,Flash,0x10770002,L,Set
CFG-USBINPROT-RTCM3X,false,RAM,0x10770004,L,Set
CFG-USBINPROT-RTCM3X,false,Flash,0x10770004,L,Set
CFG-USBINPROT-SPARTN,false,RAM,0x10770005,L,Set
CFG-USBINPROT-SPARTN,false,Flash,0x10770005,L,Set
CFG-USBOUTPROT-UBX,true,RAM,0x10780001,L,Set
CFG-USBOUTPROT-NMEA,false,RAM,0x10780002,L,Set
CFG-USBOUTPROT-NMEA,false,Flash,0x10780002,L,Set
CFG-USBOUTPROT-RTCM3X,false,RAM,0x10780004,L,Set
CFG-USBOUTPROT-RTCM3X,false,Flash,0x10780004,L,Set
