iTOW,gDOP,pDOP,tDOP,vDOP,hDOP,nDOP,eDOP
436569000,164,144,79,124,74,52,53
436579000,168,147,81,126,76,54,54
436589000,171,149,85,128,77,57,52
436599000,174,152,85,128,82,58,57
436609000,174,152,85,128,82,58,57
436619000,169,148,81,127,76,54,54
436629000,175,152,85,129,82,59,57
436639000,240,202,130,168,111,94,60
436649000,240,202,130,168,112,94,60
436659000,185,159,94,138,80,62,50
436669000,187,162,94,138,84,65,53
436679000,226,192,119,158,109,93,56
436689000,226,192,119,158,109,93,56
436699000,187,162,94,139,84,65,53
436709000,188,162,94,139,84,65,53
436719000,186,160,94,139,80,63,50
436729000,188,162,94,139,84,66,53
436739000,188,163,95,139,84,66,53
436749000,188,163,95,139,84,66,53
436759000,227,193,120,158,110,94,56
436769000,188,163,95,139,84,66,53
436779000,189,163,95,139,84,66,53
436789000,189,163,95,139,85,66,53
436799000,189,163,95,140,85,66,53
436809000,189,163,95,140,85,66,53
436819000,228,193,120,159,110,95,56
436829000,228,193,120,159,111,95,56
436839000,228,193,120,159,111,95,57
436849000,228,194,120,159,111,95,57
436859000,190,164,96,140,85,66,53
436869000,168,147,81,127,75,53,53
436879000,228,194,120,159,111,96,57
436889000,168,147,81,127,75,53,53
436899000,168,148,81,127,75,53,53
436909000,173,152,84,128,81,59,55
436919000,169,148,81,127,75,53,53
436929000,169,148,81,127,75,53,53
436939000,191,165,96,141,85,67,53
436949000,169,148,82,128,75,53,53
436959000,169,148,82,128,75,53,53
436969000,191,165,96,141,86,67,53
436979000,169,148,82,128,75,53,53
436989000,191,165,97,141,86,67,53
436999000,229,195,121,159,112,97,57
437009000,229,195,121,159,112,97,57
437019000,230,195,121,159,112,97,57
437029000,230,195,121,160,112,97,57
437039000,230,195,121,160,113,97,57
437049000,230,195,121,160,113,97,57
437059000,230,195,121,160,113,97,57
437069000,230,195,121,160,113,97,57
437079000,230,195,121,160,113,97,57
437089000,230,196,121,160,113,98,57
437099000,230,196,121,160,113,98,57
437109000,230,196,121,160,113,98,57
437119000,230,196,121,160,113,98,57
437129000,213,182,111,155,95,80,51
437139000,193,167,98,142,87,68,53
437149000,213,182,111,155,95,80,51
437159000,230,196,121,160,114,98,57
437169000,230,196,121,160,114,98,57
437179000,230,196,121,160,114,98,57
437189000,230,196,121,160,114,98,57
437199000,230,196,121,160,114,98,57
437209000,255,214,139,179,117,101,60
437219000,231,196,121,160,114,99,57
437229000,204,175,105,152,88,69,54
437239000,231,196,121,160,114,99,57
437249000,194,168,98,143,87,69,53
437259000,231,196,121,160,114,99,57
437269000,232,197,121,160,116,99,60
437279000,232,197,121,160,116,99,60
437289000,232,197,121,160,116,99,60
437299000,210,181,107,151,100,84,54
437309000,210,181,107,151,100,84,54
437319000,210,181,107,151,100,84,54
437329000,210,181,107,151,100,84,54
437339000,204,175,104,150,91,75,51
437349000,204,175,104,150,91,75,51
437359000,211,181,107,151,100,84,54
437369000,211,181,107,151,100,84,54
437379000,219,187,114,158,101,84,56
437389000,218,186,114,158,99,83,53
437399000,218,186,114,158,99,83,53
437409000,218,186,114,158,99,84,53
437419000,218,186,114,158,99,84,53
437429000,219,186,114,158,99,84,53
437439000,219,186,114,158,99,84,53
437449000,253,212,137,175,120,103,61
437459000,253,212,137,175,120,104,61
437469000,253,213,137,175,120,104,61
437479000,253,213,137,175,120,104,61
437489000,253,213,137,175,120,104,61
437499000,185,161,92,137,84,61,57
437509000,210,180,108,151,99,84,52
437519000,179,156,88,133,83,61,55
437529000,179,156,88,133,83,61,55
437539000,210,180,108,151,99,84,52
437549000,177,155,87,133,79,59,52
437559000,179,157,88,133,83,61,55
437569000,230,196,120,158,116,100,58
437579000,178,155,87,133,79,59,52
437589000,178,155,87,133,79,60,52
437599000,210,181,108,151,100,85,52
437609000,178,155,87,133,79,60,52
437619000,187,162,93,141,80,61,52
437629000,212,181,110,158,89,74,50
437639000,201,173,103,148,89,73,50
437649000,210,181,108,151,100,85,52
437659000,210,181,108,151,100,85,52
437669000,229,196,119,157,116,101,58
437679000,210,181,108,151,100,85,52
437689000,210,181,108,151,100,85,52
437699000,201,173,103,148,89,73,50
437709000,191,165,96,144,81,64,50
437719000,194,167,98,144,86,69,51
437729000,194,167,98,144,86,69,51
437739000,191,165,97,144,81,64,50
437749000,194,168,98,144,86,69,51
437759000,194,168,98,144,86,69,51
437769000,194,168,98,144,86,69,51
437779000,194,168,98,144,86,69,51
437789000,194,168,98,144,86,69,51
437799000,194,168,98,144,86,69,51
437809000,195,169,98,144,88,70,53
437819000,196,169,98,144,88,70,53
437829000,194,168,98,144,86,69,51
437839000,167,146,82,121,81,69,43
437849000,167,146,82,121,81,69,43
437859000,168,146,82,121,81,69,43
437869000,168,146,83,121,81,69,43
437879000,168,146,83,121,81,69,43
437889000,187,162,95,130,97,86,44
437899000,188,162,95,130,97,86,44
437909000,196,168,101,136,98,87,46
437919000,155,136,74,111,78,64,45
437929000,197,168,101,137,98,87,46
437939000,197,168,101,137,98,87,46
437949000,197,169,102,137,98,87,46
437959000,197,169,102,137,98,87,46
437969000,188,162,95,130,97,86,44
437979000,188,162,95,130,97,86,44
437989000,188,162,95,130,97,86,44
437999000,188,162,95,130,97,86,45
438009000,188,162,95,130,97,86,45
438019000,189,163,95,130,98,87,47
438029000,188,163,95,130,97,86,45
438039000,188,163,95,130,97,86,45
438049000,188,163,95,130,97,86,45
438059000,188,163,95,130,97,86,45
438069000,198,170,102,138,99,87,47
438079000,198,170,102,138,99,87,47
438089000,198,170,102,138,99,87,47
438099000,198,170,102,138,99,87,47
438109000,156,136,75,114,75,60,44
438119000,156,137,75,114,75,60,44
438129000,156,137,75,114,75,60,44
438139000,156,137,75,115,75,60,44
438149000,156,137,75,115,75,60,44
438159000,156,137,75,115,75,60,44
438169000,156,137,75,115,75,60,44
438179000,156,137,75,115,75,60,44
438189000,156,137,75,115,75,60,44
438199000,157,137,75,115,75,60,44
438209000,157,137,75,115,75,60,44
438219000,171,149,85,124,83,71,43
438229000,171,149,85,124,83,71,43
438239000,164,143,80,121,76,64,42
438249000,164,143,80,121,76,64,42
438259000,164,144,80,121,76,64,42
438269000,165,144,80,121,76,64,42
438279000,172,149,85,124,83,71,43
438289000,173,150,85,124,84,72,45
438299000,173,150,85,125,84,72,45
438309000,172,150,85,124,83,71,43
438319000,173,151,85,125,84,72,45
438329000,166,145,80,122,78,65,44
438339000,172,150,85,125,83,71,43
438349000,173,151,85,125,85,72,45
438359000,172,150,85,125,83,71,43
438369000,172,150,85,125,83,71,43
438379000,165,144,80,122,76,63,42
438389000,165,144,80,122,76,63,42
438399000,155,136,75,116,71,56,43
438409000,155,136,75,116,71,56,43
438419000,155,136,75,116,71,57,43
438429000,173,150,85,125,83,71,43
438439000,155,136,75,116,71,57,43
438449000,156,136,75,116,71,57,43
438459000,173,150,85,125,83,71,43
438469000,156,137,75,116,71,57,43
438479000,162,142,79,122,73,58,43
438489000,180,156,90,131,84,72,43
438499000,163,142,79,122,73,58,43
438509000,180,156,90,131,84,72,43
438519000,180,156,90,131,84,72,43
438529000,180,156,90,131,84,72,43
438539000,180,156,90,131,84,72,43
438549000,180,156,90,131,84,72,43
438559000,180,156,90,131,84,72,43
438569000,180,156,90,132,84,72,43
438579000,180,156,90,132,84,72,43
438589000,180,156,90,132,84,72,43
438599000,180,156,90,132,84,72,43
438609000,181,156,90,132,84,72,43
438619000,181,157,90,132,84,72,43
438629000,181,157,90,132,84,72,43
438639000,181,157,90,132,84,72,43
438649000,181,157,90,132,84,72,43
438659000,181,157,90,132,84,72,43
438669000,182,158,91,132,86,73,45
438679000,200,171,103,147,87,73,48
438689000,196,168,100,145,85,72,45
438699000,196,168,100,145,85,73,45
438709000,196,168,101,145,85,73,45
438719000,196,168,101,145,85,73,45
438729000,196,168,101,145,85,73,45
438739000,196,169,101,145,85,73,45
438749000,196,169,101,145,85,73,45
438759000,197,169,101,146,85,73,45
438769000,177,154,89,135,74,59,44
438779000,178,154,89,135,74,59,44
438789000,172,150,85,132,72,57,44
438799000,172,150,85,132,72,57,44
438809000,172,150,85,132,71,57,44
438819000,178,155,89,136,74,60,44
438829000,173,150,85,132,71,57,44
438839000,173,150,85,132,71,57,44
438849000,176,153,87,134,75,59,46
438859000,183,158,92,138,77,61,47
438869000,173,151,85,133,71,57,44
438879000,173,151,85,133,71,57,44
438889000,189,163,96,141,80,61,52
438899000,189,162,97,141,81,63,51
438909000,184,159,93,138,78,63,46
438919000,189,163,97,141,81,63,51
438929000,200,170,104,147,86,64,58
438939000,185,159,93,139,78,63,46
438949000,185,159,93,139,78,63,46
438959000,165,145,80,124,74,58,46
438969000,165,145,80,124,74,58,46
438979000,190,163,97,142,81,63,51
438989000,165,145,80,125,74,58,46
438999000,172,150,85,128,79,63,48
439009000,172,150,85,128,79,63,48
439019000,173,150,85,128,79,63,48
439029000,173,150,85,128,79,63,48
439039000,173,150,85,128,79,63,48
439049000,171,149,84,128,77,63,45
439059000,173,151,85,128,79,63,48
439069000,173,151,85,128,79,63,48
439079000,173,151,85,128,79,63,48
439089000,171,149,84,128,77,63,45
439099000,171,150,84,128,77,63,45
439109000,172,150,84,128,77,63,45
439119000,155,136,73,118,68,52,45
439129000,184,159,93,141,74,60,44
439139000,184,159,93,141,74,60,44
439149000,184,159,93,141,74,60,44
439159000,185,160,93,141,74,60,44
439169000,177,153,87,136,71,57,43
439179000,185,160,93,141,74,60,44
439189000,185,160,93,142,74,60,44
439199000,209,178,109,156,87,73,47
439209000,177,154,87,136,71,56,43
439219000,186,160,93,142,74,60,44
439229000,186,161,94,142,74,60,44
439239000,186,161,94,142,74,60,44
439249000,186,161,94,143,74,60,44
439259000,186,161,94,143,74,60,44
439269000,216,184,112,157,97,84,48
439279000,216,184,112,157,96,84,48
439289000,216,184,112,157,96,83,48
439299000,215,184,112,157,96,83,48
439309000,215,184,112,157,96,83,48
439319000,215,184,112,157,96,83,48
439329000,215,184,112,157,96,83,48
439339000,233,197,125,166,106,89,56
439349000,202,174,104,152,85,72,44
439359000,191,164,97,145,76,60,46
439369000,191,164,97,146,76,60,46
439379000,209,178,109,155,88,73,48
439389000,209,178,109,155,88,73,48
439399000,201,172,104,153,79,61,50
439409000,201,172,104,153,79,61,50
439419000,191,165,97,146,76,60,46
439429000,209,178,109,155,87,73,48
439439000,209,178,109,155,87,73,48
439449000,230,195,122,164,104,88,56
439459000,214,183,111,156,95,82,48
439469000,214,183,111,156,95,82,48
439479000,192,166,97,146,78,63,46
439489000,190,164,96,146,75,60,44
439499000,190,164,96,146,75,60,44
439509000,202,173,104,153,80,64,49
439519000,190,164,96,146,75,60,44
439529000,191,164,96,147,75,60,44
439539000,191,165,96,147,75,60,44
439549000,191,165,96,147,75,60,44
439559000,191,165,96,147,75,60,44
439569000,191,165,97,147,75,60,44
439579000,191,165,97,147,75,61,44
439589000,180,156,89,139,71,56,43
439599000,186,161,93,143,73,58,45
439609000,192,165,97,148,75,61,44
439619000,192,166,97,148,75,61,44
439629000,201,172,103,154,76,61,46
439639000,209,179,108,159,81,64,49
439649000,183,159,91,141,74,59,45
439659000,180,157,89,140,71,56,43
439669000,193,166,97,148,75,61,44
439679000,193,166,97,149,75,61,44
439689000,193,166,97,149,75,61,44
439699000,193,166,98,149,75,61,44
439709000,193,167,98,149,75,61,44
439719000,203,174,104,156,76,61,46
439729000,203,174,104,156,76,61,46
439739000,193,167,98,149,75,61,43
439749000,181,157,89,140,71,56,43
439759000,187,162,93,145,73,58,45
439769000,181,157,90,141,71,56,43
439779000,181,157,90,141,71,56,43
439789000,204,175,105,158,76,61,45
439799000,194,168,98,150,75,61,43
439809000,188,163,94,146,73,58,45
439819000,188,163,94,146,73,58,45
439829000,188,163,94,146,73,58,45
439839000,188,163,94,146,73,58,45
439849000,195,168,99,151,75,61,43
439859000,182,158,90,141,71,56,43
439869000,182,158,90,141,71,56,43
439879000,195,168,99,151,75,61,43
439889000,195,168,99,151,75,61,43
439899000,195,169,99,151,75,61,43
439909000,207,177,106,160,76,61,45
439919000,196,169,99,151,75,61,43
439929000,200,172,102,154,77,62,45
439939000,200,172,102,154,77,62,45
439949000,182,158,90,141,71,56,43
439959000,201,173,102,155,77,62,45
439969000,208,178,107,161,76,61,45
439979000,196,169,99,152,75,61,43
439989000,196,169,99,152,75,61,43
439999000,220,188,115,170,80,64,48
440009000,186,161,92,144,74,59,44
440019000,182,159,90,142,71,56,43
440029000,209,179,108,162,76,61,45
440039000,210,180,108,163,76,61,45
440049000,210,180,108,163,76,61,45
440059000,210,180,108,163,76,61,45
440069000,210,180,108,163,76,61,45
440079000,197,170,100,153,75,61,43
440089000,190,165,95,148,73,58,44
440099000,183,159,90,142,71,57,43
440109000,198,170,100,153,75,61,43
440119000,198,171,100,153,75,61,43
440129000,198,171,100,153,75,61,43
440139000,198,171,100,153,75,61,43
440149000,198,171,100,154,75,61,43
440159000,198,171,100,154,75,61,43
440169000,198,171,100,154,75,61,43
440179000,198,171,100,154,75,61,43
440189000,211,181,108,164,75,58,48
440199000,211,181,108,165,75,58,48
440209000,213,183,110,166,76,61,45
440219000,213,183,110,166,76,61,45
440229000,199,171,100,154,75,61,43
440239000,214,183,110,166,76,61,45
440249000,199,172,100,154,75,61,43
440259000,214,183,110,167,76,61,45
440269000,199,172,100,155,75,61,43
440279000,199,172,101,155,75,61,43
440289000,199,172,101,155,75,61,43
440299000,199,172,101,155,75,61,43
440309000,199,172,101,155,75,61,43
440319000,199,172,101,155,75,61,43
440329000,215,185,111,168,76,61,45
440339000,183,160,90,143,71,57,43
440349000,183,160,90,143,71,57,43
440359000,200,172,101,155,75,61,43
440369000,183,160,90,143,71,57,43
440379000,183,160,90,143,71,57,43
440389000,217,186,112,169,76,62,45
440399000,193,167,96,151,73,58,44
440409000,193,167,96,151,73,58,44
440419000,217,186,112,170,76,62,45
440429000,217,186,112,170,76,62,45
440439000,183,160,90,143,71,57,43
440449000,165,145,79,126,72,61,38
440459000,153,136,71,117,68,57,37
440469000,153,136,71,117,68,57,37
440479000,165,145,79,126,72,61,38
440489000,165,145,79,126,72,61,38
440499000,178,155,87,136,74,62,41
440509000,165,145,79,126,72,61,38
440519000,178,155,88,136,74,62,41
440529000,178,155,88,137,74,62,41
440539000,171,150,83,130,74,62,40
440549000,166,146,79,126,72,61,38
440559000,166,146,79,126,72,61,38
440569000,166,146,79,127,72,61,38
440579000,179,156,88,137,74,62,41
440589000,179,156,88,137,74,62,41
440599000,179,156,88,137,74,62,41
440609000,180,156,88,138,74,62,41
440619000,180,156,88,138,74,62,41
440629000,180,157,88,138,74,62,41
440639000,186,161,92,144,72,57,45
440649000,195,168,98,149,78,63,46
440659000,195,168,98,149,78,63,46
440669000,195,169,98,150,78,63,46
440679000,181,157,89,139,74,62,41
440689000,181,157,89,139,74,62,41
440699000,188,162,94,143,77,62,45
440709000,171,151,81,128,81,70,40
440719000,172,151,81,128,81,70,40
440729000,174,153,83,129,82,70,43
440739000,181,158,89,139,74,62,41
440749000,187,163,92,140,83,70,44
440759000,160,141,76,125,66,53,39
440769000,163,143,77,125,70,58,39
440779000,177,155,86,137,72,58,42
440789000,182,159,90,140,74,62,41
440799000,182,159,90,140,74,62,41
440809000,188,164,92,141,83,70,44
440819000,183,159,90,141,74,62,41
440829000,183,159,90,141,74,62,41
440839000,168,147,80,128,72,61,38
440849000,168,147,80,128,72,61,38
440859000,188,164,92,142,83,70,44
440869000,183,160,90,141,74,62,41
440879000,183,160,90,141,74,62,41
440889000,183,160,90,141,74,62,41
440899000,184,160,90,142,74,62,41
440909000,184,160,90,142,74,62,41
440919000,184,160,90,142,74,62,41
440929000,184,160,91,142,74,62,41
440939000,184,160,91,142,74,62,41
440949000,184,160,91,142,74,62,41
440959000,184,161,91,142,74,62,41
440969000,179,156,87,140,68,55,40
440979000,164,144,77,126,70,58,39
440989000,185,161,91,143,74,62,41
440999000,164,145,77,127,70,58,39
441009000,164,145,77,127,70,58,39
441019000,185,161,91,143,74,62,41
441029000,164,145,77,127,70,58,39
441039000,164,145,77,127,70,58,39
441049000,186,162,91,143,74,62,41
441059000,189,166,91,144,82,71,42
441069000,197,174,92,144,97,87,43
441079000,190,166,91,144,82,71,42
441089000,190,166,92,145,82,71,42
441099000,186,162,92,144,74,62,41
441109000,186,162,92,144,74,62,41
441119000,186,162,92,144,74,62,41
441129000,187,162,92,144,74,62,41
441139000,187,163,92,145,74,62,41
441149000,187,163,92,145,74,62,41
441159000,187,163,92,145,74,62,41
441169000,182,159,89,143,68,55,40
441179000,165,145,79,129,66,54,38
441189000,165,145,79,130,66,54,38
441199000,182,159,89,144,68,55,40
441209000,169,149,80,130,73,62,38
441219000,190,166,93,147,76,63,42
441229000,190,166,93,148,76,63,42
441239000,183,160,90,144,68,55,40
441249000,188,164,92,146,74,62,41
441259000,188,164,92,146,74,62,41
441269000,190,165,93,146,77,63,45
441279000,190,165,93,146,77,63,45
441289000,188,164,92,146,74,62,41
441299000,188,164,93,146,74,62,41
441309000,191,167,93,148,76,63,42
441319000,191,167,93,148,76,63,42
441329000,171,151,81,134,69,55,41
441339000,189,165,93,147,74,62,42
441349000,189,165,93,147,74,62,42
441359000,172,151,81,134,69,55,41
441369000,188,164,92,148,71,55,45
441379000,170,150,81,135,65,52,40
441389000,158,140,73,123,67,55,38
441399000,158,140,73,123,67,55,38
441409000,172,152,82,135,69,56,41
441419000,160,142,73,125,67,55,39
441429000,162,144,73,127,69,56,41
441439000,174,153,82,137,70,56,42
441449000,173,153,81,134,74,63,39
441459000,160,142,73,125,68,55,39
441469000,177,156,82,138,74,60,43
441479000,162,145,73,126,71,59,39
441489000,162,145,73,126,71,59,39
441499000,174,153,83,137,69,56,41
441509000,170,150,80,131,73,62,38
441519000,174,154,81,131,80,70,39
441529000,216,186,109,169,79,63,47
441539000,174,154,81,131,80,70,39
441549000,174,154,81,131,80,70,39
441559000,194,170,95,149,82,70,42
441569000,174,154,81,131,80,70,39
441579000,174,154,81,132,80,70,39
441589000,195,170,95,149,82,70,42
441599000,176,156,81,132,83,72,41
441609000,195,170,95,149,82,70,42
441619000,221,191,111,171,86,71,47
441629000,248,212,127,191,92,73,56
441639000,222,192,111,171,88,73,49
441649000,197,173,95,151,83,71,43
441659000,222,193,111,172,88,73,49
441669000,192,167,94,150,75,62,42
441679000,192,168,94,150,75,62,42
441689000,196,171,95,150,82,70,42
441699000,196,171,95,150,82,70,42
441709000,222,192,112,172,86,71,47
441719000,196,171,95,150,82,70,42
441729000,196,171,95,151,82,70,42
441739000,174,154,81,132,80,70,39
441749000,196,171,95,151,82,70,42
441759000,196,172,95,151,82,70,42
441769000,196,172,95,151,82,70,42
441779000,196,172,95,151,82,70,42
441789000,208,184,97,152,102,93,43
441799000,197,172,95,151,82,70,42
441809000,197,172,95,151,82,70,42
441819000,197,172,95,151,82,70,42
441829000,193,169,94,151,75,62,42
441839000,197,173,94,151,83,72,42
441849000,189,165,92,150,69,55,42
441859000,193,169,94,151,75,62,42
441869000,191,168,92,151,73,60,42
441879000,189,165,92,150,69,55,42
441889000,207,182,97,152,101,91,43
441899000,194,171,92,151,80,67,43
441909000,169,150,78,132,71,60,39
441919000,197,173,95,152,83,72,42
441929000,185,164,86,141,84,73,41
441939000,175,156,80,132,82,72,39
441949000,200,173,99,158,72,57,44
441959000,175,156,80,132,82,72,39
441969000,170,150,78,132,71,60,39
441979000,201,175,98,158,76,62,45
441989000,170,151,80,132,72,61,38
441999000,171,151,80,132,73,62,39
442009000,178,158,81,134,83,73,40
442019000,177,157,82,134,82,71,40
442029000,171,151,79,132,73,62,39
442039000,179,159,83,135,83,72,41
442049000,171,151,79,132,73,62,39
442059000,194,170,94,153,75,62,42
442069000,195,170,94,153,75,62,42
442079000,203,177,100,159,78,63,45
442089000,195,170,94,153,75,62,42
442099000,195,170,94,153,75,62,42
442109000,171,151,79,132,73,62,39
442119000,171,151,79,132,73,62,39
442129000,171,151,79,132,73,62,39
442139000,168,148,79,132,67,55,38
442149000,168,148,79,132,67,55,38
442159000,193,168,94,153,69,56,41
442169000,193,168,94,153,69,56,41
442179000,195,171,94,153,75,63,42
442189000,195,171,94,153,75,63,42
442199000,171,151,79,132,73,63,39
442209000,172,152,79,133,75,63,39
442219000,196,172,94,154,76,61,44
442229000,199,175,96,154,82,71,42
442239000,197,172,96,155,75,62,42
442249000,199,175,96,154,82,71,42
442259000,199,175,96,154,82,71,42
442269000,171,152,79,132,74,63,39
442279000,171,152,79,132,74,63,39
442289000,173,153,79,134,74,63,39
442299000,173,153,79,134,74,63,39
442309000,196,172,94,155,76,63,43
442319000,171,152,79,132,74,63,39
442329000,179,159,82,136,84,73,41
442339000,201,176,96,155,83,72,43
442349000,177,157,80,134,82,72,40
442359000,197,173,94,155,76,63,43
442369000,197,173,94,155,76,63,43
442379000,196,172,94,154,76,63,42
442389000,201,176,96,155,84,72,43
442399000,197,173,94,155,76,63,43
442409000,196,172,94,154,76,63,42
442419000,201,176,96,155,84,72,43
442429000,197,173,94,155,76,63,43
442439000,196,172,94,154,76,63,42
442449000,196,172,94,154,76,63,42
442459000,200,175,96,155,83,71,42
442469000,200,175,96,155,83,71,42
442479000,201,177,96,156,84,72,43
442489000,196,172,94,154,76,63,42
442499000,200,176,96,155,83,71,42
442509000,201,177,96,156,84,72,43
442519000,197,173,94,155,77,63,43
442529000,201,177,96,156,84,72,43
442539000,196,172,94,154,76,63,42
442549000,175,156,79,133,81,71,39
442559000,175,156,79,133,81,71,39
442569000,171,152,78,132,74,63,39
442579000,200,176,96,155,83,71,42
442589000,175,156,79,133,81,71,39
442599000,175,156,79,133,81,71,39
442609000,196,172,94,154,76,63,42
442619000,175,157,78,133,83,73,39
442629000,175,156,79,133,81,71,39
442639000,194,169,95,154,68,54,41
442649000,196,171,96,154,73,60,42
442659000,200,176,94,155,85,73,42
442669000,212,188,98,156,104,95,43
442679000,195,171,94,153,75,63,41
442689000,201,176,97,155,84,73,42
442699000,196,171,95,154,74,62,41
442709000,169,149,79,130,73,61,39
442719000,174,156,79,133,82,72,39
442729000,200,176,95,155,83,72,42
442739000,196,172,93,155,76,64,42
442749000,196,172,93,155,76,64,42
442759000,175,157,78,133,83,74,39
442769000,206,181,100,162,79,65,45
442779000,192,168,93,153,70,57,41
442789000,229,199,115,184,75,58,47
442799000,229,199,115,184,75,58,47
442809000,192,168,93,153,70,57,41
442819000,196,172,93,155,76,64,42
442829000,196,172,93,155,76,64,42
442839000,170,152,77,132,75,64,39
442849000,200,176,95,155,83,72,42
442859000,200,176,95,155,83,72,42
442869000,196,172,93,155,77,64,42
442879000,200,176,95,155,83,72,42
442889000,200,176,95,155,83,72,42
442899000,200,176,95,155,83,72,42
442909000,201,177,95,156,84,72,43
442919000,206,181,99,163,79,66,45
442929000,196,172,92,155,77,64,42
442939000,196,172,92,155,77,64,42
442949000,196,172,92,154,77,64,42
442959000,196,172,92,154,77,64,42
442969000,206,181,99,163,80,66,45
442979000,206,181,99,163,80,66,45
442989000,206,181,99,163,80,66,45
442999000,196,172,92,154,77,64,42
443009000,195,172,92,154,77,64,42
443019000,241,209,121,189,90,74,51
443029000,281,242,144,223,95,72,63
443039000,274,236,138,218,90,70,56
443049000,274,236,138,218,90,70,56
443059000,188,164,91,150,66,52,41
443069000,207,181,99,163,80,66,45
443079000,195,172,92,154,77,64,42
443089000,274,236,138,219,90,71,56
443099000,207,181,99,163,80,66,45
443109000,278,240,141,220,96,77,56
443119000,195,172,92,154,77,64,42
443129000,200,176,94,155,84,72,43
443139000,200,176,94,155,84,72,43
443149000,199,176,94,155,84,72,43
443159000,187,163,90,149,66,52,41
443169000,195,172,91,154,77,64,42
443179000,165,147,76,130,69,56,41
443189000,171,151,79,131,76,64,41
443199000,192,168,94,151,73,54,48
443209000,195,171,94,151,80,64,48
443219000,193,168,94,151,74,57,47
443229000,189,166,90,149,74,56,48
443239000,195,171,94,151,80,64,48
443249000,167,148,79,130,70,57,41
443259000,171,151,79,131,76,64,41
443269000,171,151,79,131,76,64,41
443279000,167,148,79,130,70,57,41
443289000,165,147,75,129,69,56,41
443299000,165,147,75,129,69,56,41
443309000,165,147,75,129,69,56,41
443319000,165,147,75,129,69,56,41
443329000,170,151,78,131,76,64,41
443339000,170,151,78,131,76,64,41
443349000,170,151,78,131,76,64,41
443359000,170,151,78,131,76,64,41
443369000,165,145,78,130,65,50,41
443379000,192,168,94,152,73,54,48
443389000,196,172,94,152,80,64,48
443399000,196,172,94,152,80,64,48
443409000,213,186,105,167,80,59,54
443419000,171,152,79,134,72,57,44
443429000,172,152,80,133,73,59,43
443439000,175,155,83,131,81,70,41
443449000,164,145,78,129,65,51,41
443459000,166,147,78,130,68,54,41
443469000,196,172,94,152,80,64,48
443479000,189,166,89,149,74,56,48
443489000,165,147,75,129,69,56,41
443499000,170,151,78,131,76,64,41
443509000,176,156,82,135,79,65,44
443519000,176,154,85,135,73,59,43
443529000,181,160,86,135,84,72,44
443539000,188,167,86,136,98,87,44
443549000,176,156,81,135,79,65,44
443559000,176,156,81,135,79,65,44
443569000,176,156,81,135,79,65,44
443579000,182,162,83,132,95,85,41
443589000,229,200,113,171,103,87,55
443599000,173,152,81,134,73,59,43
443609000,166,147,77,129,70,57,41
443619000,181,159,85,135,84,72,44
443629000,166,147,77,129,70,57,41
443639000,176,156,81,135,79,65,44
443649000,175,154,82,131,82,71,41
443659000,169,151,77,130,76,64,41
443669000,172,152,81,133,73,59,43
443679000,182,162,83,131,94,85,41
443689000,165,146,77,128,70,57,41
443699000,163,143,77,128,65,51,41
443709000,190,165,93,150,70,51,48
443719000,185,163,88,147,70,52,48
443729000,160,142,73,126,65,51,41
443739000,174,154,82,130,82,71,41
